row_no,logline,parsed_logline,parameter_list,month,day,time,host,process_name,process_subtype,process_pid,remote_host,user_value,tty,tt,anomaly_label,anomaly_score,is_anomaly
481,Jun 29 10:48:20 combo ftpd[15563]: connection from 208.62.55.75 () at Wed Jun 29 10:48:20 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '10:48:20', 'ftpd[15563]:', '208.62.55.75', '()', 'Wed', '29', '10:48:20']",Jun,29,10:48:20,combo,ftpd,,15563,,,,,1,-1.404112387515326,False
482,Jun 29 10:48:21 combo ftpd[15564]: connection from 208.62.55.75 () at Wed Jun 29 10:48:21 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '10:48:21', 'ftpd[15564]:', '208.62.55.75', '()', 'Wed', '29', '10:48:21']",Jun,29,10:48:21,combo,ftpd,,15564,,,,,1,-1.404253049638136,False
483,Jun 29 12:11:53 combo sshd(pam_unix)[15692]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:11:53', 'sshd(pam_unix)[15692]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:11:53,combo,sshd,pam_unix,15692,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,-1,0.0009015427045540036,True
484,Jun 29 12:11:55 combo sshd(pam_unix)[15694]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:11:55', 'sshd(pam_unix)[15694]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:11:55,combo,sshd,pam_unix,15694,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,-1,0.0006926323705513937,True
485,Jun 29 12:11:57 combo sshd(pam_unix)[15696]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:11:57', 'sshd(pam_unix)[15696]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:11:57,combo,sshd,pam_unix,15696,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,-1,0.00048394005459329037,True
486,Jun 29 12:11:59 combo sshd(pam_unix)[15698]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:11:59', 'sshd(pam_unix)[15698]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:11:59,combo,sshd,pam_unix,15698,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,-1,0.00027546576011161505,True
487,Jun 29 12:11:59 combo sshd(pam_unix)[15700]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:11:59', 'sshd(pam_unix)[15700]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:11:59,combo,sshd,pam_unix,15700,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,-1,6.720949055250003e-05,True
488,Jun 29 12:12:01 combo sshd(pam_unix)[15702]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:12:01', 'sshd(pam_unix)[15702]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:12:01,combo,sshd,pam_unix,15702,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,1,-0.00014082875079424184,False
489,Jun 29 12:12:02 combo sshd(pam_unix)[15704]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:12:02', 'sshd(pam_unix)[15704]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:12:02,combo,sshd,pam_unix,15704,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,1,-0.0003486489604327403,False
490,Jun 29 12:12:03 combo sshd(pam_unix)[15706]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:12:03', 'sshd(pam_unix)[15706]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:12:03,combo,sshd,pam_unix,15706,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,1,-0.0005562511349310739,False
491,Jun 29 12:12:03 combo sshd(pam_unix)[15708]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:12:03', 'sshd(pam_unix)[15708]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:12:03,combo,sshd,pam_unix,15708,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,1,-0.0007636352709496919,False
492,Jun 29 12:12:05 combo sshd(pam_unix)[15710]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:12:05', 'sshd(pam_unix)[15710]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:12:05,combo,sshd,pam_unix,15710,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,1,-0.0009708013650495673,False
493,Jun 29 12:12:05 combo sshd(pam_unix)[15712]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:12:05', 'sshd(pam_unix)[15712]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:12:05,combo,sshd,pam_unix,15712,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,1,-0.001177749413869833,False
494,Jun 29 12:12:06 combo sshd(pam_unix)[15714]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:12:06', 'sshd(pam_unix)[15714]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:12:06,combo,sshd,pam_unix,15714,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,1,-0.0013844794139430405,False
495,Jun 29 12:12:10 combo sshd(pam_unix)[15716]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '29', '12:12:10', 'sshd(pam_unix)[15716]:', 'rhost=h64-187-1-131.gtconnect.net', 'user=root']",Jun,29,12:12:10,combo,sshd,pam_unix,15716,h64-187-1-131.gtconnect.net,root,NODEVssh,NODEVssh,1,-0.0015909913619864824,False
496,Jun 29 14:44:35 combo ftpd[15917]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '14:44:35', 'ftpd[15917]:', '210.223.97.117', '()', 'Wed', '29', '14:44:35']",Jun,29,14:44:35,combo,ftpd,,15917,,,,,1,-1.528040406032659,False
497,Jun 29 14:44:35 combo ftpd[15922]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '14:44:35', 'ftpd[15922]:', '210.223.97.117', '()', 'Wed', '29', '14:44:35']",Jun,29,14:44:35,combo,ftpd,,15922,,,,,1,-1.5286792590928968,False
498,Jun 29 14:44:35 combo ftpd[15918]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '14:44:35', 'ftpd[15918]:', '210.223.97.117', '()', 'Wed', '29', '14:44:35']",Jun,29,14:44:35,combo,ftpd,,15918,,,,,1,-1.5281682705749944,False
499,Jun 29 14:44:35 combo ftpd[15919]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '14:44:35', 'ftpd[15919]:', '210.223.97.117', '()', 'Wed', '29', '14:44:35']",Jun,29,14:44:35,combo,ftpd,,15919,,,,,1,-1.5282960881527217,False
500,Jun 29 14:44:35 combo ftpd[15923]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '14:44:35', 'ftpd[15923]:', '210.223.97.117', '()', 'Wed', '29', '14:44:35']",Jun,29,14:44:35,combo,ftpd,,15923,,,,,1,-1.5288068888068196,False
501,Jun 29 14:44:35 combo ftpd[15920]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '14:44:35', 'ftpd[15920]:', '210.223.97.117', '()', 'Wed', '29', '14:44:35']",Jun,29,14:44:35,combo,ftpd,,15920,,,,,1,-1.528423858765315,False
502,Jun 29 14:44:35 combo ftpd[15921]: connection from 210.223.97.117 () at Wed Jun 29 14:44:35 2005,Jun * * combo * connection from * * at * Jun * * 2005,"['29', '14:44:35', 'ftpd[15921]:', '210.223.97.117', '()', 'Wed', '29', '14:44:35']",Jun,29,14:44:35,combo,ftpd,,15921,,,,,1,-1.5285515824122555,False
503,Jun 30 04:03:41 combo su(pam_unix)[17407]: session opened for user cyrus by (uid=0),* * * combo * session opened for user * by *,"['Jun', '30', '04:03:41', 'su(pam_unix)[17407]:', 'cyrus', '(uid=0)']",Jun,30,04:03:41,combo,su,pam_unix,17407,,,,,1,-2.209818960606164,False
504,Jun 30 04:03:42 combo su(pam_unix)[17407]: session closed for user cyrus,* * * combo * session closed for user *,"['Jun', '30', '04:03:42', 'su(pam_unix)[17407]:', 'cyrus']",Jun,30,04:03:42,combo,su,pam_unix,17407,,,,,1,-1.6890513409844417,False
505,Jun 30 04:03:43 combo logrotate: ALERT exited abnormally with [1],* * * combo logrotate: ALERT exited abnormally with [1],"['Jun', '30', '04:03:43']",Jun,30,04:03:43,combo,logrotate,,,,,,,1,-1.6084459389276162e-05,False
506,Jun 30 04:09:30 combo su(pam_unix)[17778]: session opened for user news by (uid=0),* * * combo * session opened for user * by *,"['Jun', '30', '04:09:30', 'su(pam_unix)[17778]:', 'news', '(uid=0)']",Jun,30,04:09:30,combo,su,pam_unix,17778,,,,,1,-2.116198131736901,False
507,Jun 30 04:09:31 combo su(pam_unix)[17778]: session closed for user news,* * * combo * session closed for user *,"['Jun', '30', '04:09:31', 'su(pam_unix)[17778]:', 'news']",Jun,30,04:09:31,combo,su,pam_unix,17778,,,,,1,-1.532567105625695,False
508,Jun 30 12:48:38 combo sshd(pam_unix)[18559]: check pass; user unknown,* * * combo * check pass; user unknown,"['Jun', '30', '12:48:38', 'sshd(pam_unix)[18559]:']",Jun,30,12:48:38,combo,sshd,pam_unix,18559,,,,,1,-2.347610375588644,False
509,Jun 30 12:48:38 combo sshd(pam_unix)[18559]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,* * * combo * authentication failure; logname= uid=0 euid=0 * ruser= *,"['Jun', '30', '12:48:38', 'sshd(pam_unix)[18559]:', 'tty=NODEVssh', 'rhost=biblioteka.wsi.edu.pl']",Jun,30,12:48:38,combo,sshd,pam_unix,18559,biblioteka.wsi.edu.pl,,NODEVssh,NODEVssh,1,-0.790447418654324,False
510,Jun 30 12:48:41 combo sshd(pam_unix)[18557]: check pass; user unknown,* * * combo * check pass; user unknown,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18557]:']",Jun,30,12:48:41,combo,sshd,pam_unix,18557,,,,,1,-2.347938593078318,False
511,Jun 30 12:48:41 combo sshd(pam_unix)[18557]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,* * * combo * authentication failure; logname= uid=0 euid=0 * ruser= *,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18557]:', 'tty=NODEVssh', 'rhost=biblioteka.wsi.edu.pl']",Jun,30,12:48:41,combo,sshd,pam_unix,18557,biblioteka.wsi.edu.pl,,NODEVssh,NODEVssh,1,-0.7904652544897885,False
512,Jun 30 12:48:41 combo sshd(pam_unix)[18550]: check pass; user unknown,* * * combo * check pass; user unknown,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18550]:']",Jun,30,12:48:41,combo,sshd,pam_unix,18550,,,,,1,-2.349085844773427,False
513,Jun 30 12:48:41 combo sshd(pam_unix)[18550]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,* * * combo * authentication failure; logname= uid=0 euid=0 * ruser= *,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18550]:', 'tty=NODEVssh', 'rhost=biblioteka.wsi.edu.pl']",Jun,30,12:48:41,combo,sshd,pam_unix,18550,biblioteka.wsi.edu.pl,,NODEVssh,NODEVssh,1,-0.7905260013468478,False
514,Jun 30 12:48:41 combo sshd(pam_unix)[18547]: check pass; user unknown,* * * combo * check pass; user unknown,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18547]:']",Jun,30,12:48:41,combo,sshd,pam_unix,18547,,,,,1,-2.34957680522394,False
515,Jun 30 12:48:41 combo sshd(pam_unix)[18547]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,* * * combo * authentication failure; logname= uid=0 euid=0 * ruser= *,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18547]:', 'tty=NODEVssh', 'rhost=biblioteka.wsi.edu.pl']",Jun,30,12:48:41,combo,sshd,pam_unix,18547,biblioteka.wsi.edu.pl,,NODEVssh,NODEVssh,1,-0.7905512363995228,False
516,Jun 30 12:48:41 combo sshd(pam_unix)[18549]: check pass; user unknown,* * * combo * check pass; user unknown,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18549]:']",Jun,30,12:48:41,combo,sshd,pam_unix,18549,,,,,1,-2.349249546181369,False
517,Jun 30 12:48:41 combo sshd(pam_unix)[18549]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,* * * combo * authentication failure; logname= uid=0 euid=0 * ruser= *,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18549]:', 'tty=NODEVssh', 'rhost=biblioteka.wsi.edu.pl']",Jun,30,12:48:41,combo,sshd,pam_unix,18549,biblioteka.wsi.edu.pl,,NODEVssh,NODEVssh,1,-0.7905344663185687,False
518,Jun 30 12:48:41 combo sshd(pam_unix)[18545]: check pass; user unknown,* * * combo * check pass; user unknown,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18545]:']",Jun,30,12:48:41,combo,sshd,pam_unix,18545,,,,,1,-2.349903872565548,False
519,Jun 30 12:48:41 combo sshd(pam_unix)[18545]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,* * * combo * authentication failure; logname= uid=0 euid=0 * ruser= *,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18545]:', 'tty=NODEVssh', 'rhost=biblioteka.wsi.edu.pl']",Jun,30,12:48:41,combo,sshd,pam_unix,18545,biblioteka.wsi.edu.pl,,NODEVssh,NODEVssh,1,-0.7905677933309363,False
520,Jun 30 12:48:41 combo sshd(pam_unix)[18548]: check pass; user unknown,* * * combo * check pass; user unknown,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18548]:']",Jun,30,12:48:41,combo,sshd,pam_unix,18548,,,,,1,-2.3494131996650367,False
521,Jun 30 12:48:41 combo sshd(pam_unix)[18548]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,* * * combo * authentication failure; logname= uid=0 euid=0 * ruser= *,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18548]:', 'tty=NODEVssh', 'rhost=biblioteka.wsi.edu.pl']",Jun,30,12:48:41,combo,sshd,pam_unix,18548,biblioteka.wsi.edu.pl,,NODEVssh,NODEVssh,1,-0.7905428780028032,False
522,Jun 30 12:48:41 combo sshd(pam_unix)[18546]: check pass; user unknown,* * * combo * check pass; user unknown,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18546]:']",Jun,30,12:48:41,combo,sshd,pam_unix,18546,,,,,1,-2.349740362857588,False
523,Jun 30 12:48:41 combo sshd(pam_unix)[18546]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,* * * combo * authentication failure; logname= uid=0 euid=0 * ruser= *,"['Jun', '30', '12:48:41', 'sshd(pam_unix)[18546]:', 'tty=NODEVssh', 'rhost=biblioteka.wsi.edu.pl']",Jun,30,12:48:41,combo,sshd,pam_unix,18546,biblioteka.wsi.edu.pl,,NODEVssh,NODEVssh,1,-0.7905595415088982,False
524,Jun 30 19:03:00 combo sshd(pam_unix)[19088]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:00', 'sshd(pam_unix)[19088]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:00,combo,sshd,pam_unix,19088,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.2445637282389228,False
525,Jun 30 19:03:00 combo sshd(pam_unix)[19094]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:00', 'sshd(pam_unix)[19094]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:00,combo,sshd,pam_unix,19094,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.24407753614433148,False
526,Jun 30 19:03:00 combo sshd(pam_unix)[19087]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:00', 'sshd(pam_unix)[19087]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:00,combo,sshd,pam_unix,19087,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.24464456949091584,False
527,Jun 30 19:03:01 combo sshd(pam_unix)[19093]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:01', 'sshd(pam_unix)[19093]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:01,combo,sshd,pam_unix,19093,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.2441587044185809,False
528,Jun 30 19:03:01 combo sshd(pam_unix)[19085]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:01', 'sshd(pam_unix)[19085]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:01,combo,sshd,pam_unix,19085,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.24480608848051588,False
529,Jun 30 19:03:03 combo sshd(pam_unix)[19091]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:03', 'sshd(pam_unix)[19091]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:03,combo,sshd,pam_unix,19091,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.24432087745768172,False
530,Jun 30 19:03:04 combo sshd(pam_unix)[19099]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:04', 'sshd(pam_unix)[19099]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:04,combo,sshd,pam_unix,19099,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.24367087723757663,False
531,Jun 30 19:03:04 combo sshd(pam_unix)[19101]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:04', 'sshd(pam_unix)[19101]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:04,combo,sshd,pam_unix,19101,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.24350783216352312,False
532,Jun 30 19:03:05 combo sshd(pam_unix)[19103]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:05', 'sshd(pam_unix)[19103]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:05,combo,sshd,pam_unix,19103,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.24334456908625413,False
533,Jun 30 19:03:07 combo sshd(pam_unix)[19097]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '19:03:07', 'sshd(pam_unix)[19097]:', 'rhost=60.30.224.116', 'user=root']",Jun,30,19:03:07,combo,sshd,pam_unix,19097,60.30.224.116,root,NODEVssh,NODEVssh,1,-0.24383370430629014,False
534,Jun 30 20:16:17 combo sshd(pam_unix)[19202]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '20:16:17', 'sshd(pam_unix)[19202]:', 'rhost=195.129.24.210', 'user=root']",Jun,30,20:16:17,combo,sshd,pam_unix,19202,195.129.24.210,root,NODEVssh,NODEVssh,1,-0.41969868778761565,False
535,Jun 30 20:16:17 combo sshd(pam_unix)[19203]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '20:16:17', 'sshd(pam_unix)[19203]:', 'rhost=195.129.24.210', 'user=root']",Jun,30,20:16:17,combo,sshd,pam_unix,19203,195.129.24.210,root,NODEVssh,NODEVssh,1,-0.419613591687785,False
536,Jun 30 20:16:26 combo sshd(pam_unix)[19209]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '20:16:26', 'sshd(pam_unix)[19209]:', 'rhost=195.129.24.210', 'user=root']",Jun,30,20:16:26,combo,sshd,pam_unix,19209,195.129.24.210,root,NODEVssh,NODEVssh,1,-0.4191018638678301,False
537,Jun 30 20:16:26 combo sshd(pam_unix)[19208]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '20:16:26', 'sshd(pam_unix)[19208]:', 'rhost=195.129.24.210', 'user=root']",Jun,30,20:16:26,combo,sshd,pam_unix,19208,195.129.24.210,root,NODEVssh,NODEVssh,1,-0.41918728888639123,False
538,Jun 30 20:16:30 combo sshd(pam_unix)[19222]: authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,* * * combo * authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= * *,"['Jun', '30', '20:16:30', 'sshd(pam_unix)[19222]:', 'rhost=195.129.24.210', 'user=root']",Jun,30,20:16:30,combo,sshd,pam_unix,19222,195.129.24.210,root,NODEVssh,NODEVssh,1,-0.41798635022562536,False
539,Jun 30 20:53:04 combo klogind[19272]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Jun 30 20:53:04 combo * Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,['klogind[19272]:'],Jun,30,20:53:04,combo,klogind,,19272,,,,,-1,7.617305428912005,True
540,Jun 30 20:53:04 combo klogind[19272]: Kerberos authentication failed,Jun 30 * combo * Kerberos authentication failed,"['20:53:04', 'klogind[19272]:']",Jun,30,20:53:04,combo,klogind,,19272,,,,,1,-0.004959632950615855,False
541,Jun 30 20:53:04 combo klogind[19287]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Jun 30 20:53:04 combo * Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,['klogind[19287]:'],Jun,30,20:53:04,combo,klogind,,19287,,,,,-1,7.6190750419704685,True
542,Jun 30 20:53:04 combo klogind[19287]: Kerberos authentication failed,Jun 30 * combo * Kerberos authentication failed,"['20:53:04', 'klogind[19287]:']",Jun,30,20:53:04,combo,klogind,,19287,,,,,-1,0.00033074922784237515,True
543,Jun 30 20:53:04 combo klogind[19286]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Jun 30 20:53:04 combo * Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,['klogind[19286]:'],Jun,30,20:53:04,combo,klogind,,19286,,,,,-1,7.618956733406968,True
544,Jun 30 20:53:04 combo klogind[19286]: Kerberos authentication failed,Jun 30 * combo * Kerberos authentication failed,"['20:53:04', 'klogind[19286]:']",Jun,30,20:53:04,combo,klogind,,19286,,,,,1,-2.225329739502513e-05,False
545,Jun 30 20:53:04 combo klogind[19271]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Jun 30 20:53:04 combo * Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,['klogind[19271]:'],Jun,30,20:53:04,combo,klogind,,19271,,,,,-1,7.617187836850434,True
546,Jun 30 20:53:04 combo klogind[19271]: Kerberos authentication failed,Jun 30 * combo * Kerberos authentication failed,"['20:53:04', 'klogind[19271]:']",Jun,30,20:53:04,combo,klogind,,19271,,,,,1,-0.005311970326225435,False
547,Jun 30 20:53:04 combo klogind[19270]: Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,Jun 30 20:53:04 combo * Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,['klogind[19270]:'],Jun,30,20:53:04,combo,klogind,,19270,,,,,-1,7.61707029255907,True
548,Jun 30 20:53:04 combo klogind[19270]: Kerberos authentication failed,Jun 30 * combo * Kerberos authentication failed,"['20:53:04', 'klogind[19270]:']",Jun,30,20:53:04,combo,klogind,,19270,,,,,1,-0.005664263348613474,False
